FlightHour,HourlyAvgTemperature,HourlyAvgDewPoint,HourlyAvgRelativeHumidity,HourlyAvgWindSpeed,HourlyAvgVisibility
2021-08-20 21,86.0,70.0,58.95,9.0,10.0
2021-08-20 22,85.0,71.0,63.4,6.0,10.0
2021-08-20 23,83.0,70.0,65.13,8.0,10.0
2021-08-21 00,80.67,72.0,74.99,7.0,10.0
2021-08-21 01,79.0,72.0,79.17,6.0,10.0
2021-08-21 02,77.0,72.0,84.58,4.0,10.0
2021-08-21 03,77.0,72.0,84.58,6.0,10.0
2021-08-21 04,76.0,72.0,87.73,6.0,10.0
2021-08-21 05,76.0,72.0,87.73,6.0,10.0
2021-08-21 06,76.0,72.0,87.73,8.0,10.0
2021-08-21 07,75.0,72.0,90.4,9.0,10.0
2021-08-21 08,75.0,72.0,90.4,7.0,10.0
2021-08-21 09,74.0,72.0,93.79,7.0,8.0
2021-08-21 10,74.0,72.0,93.79,5.0,7.0
2021-08-21 11,75.1,71.8,89.5,7.0,2.0
2021-08-21 12,76.0,72.0,87.73,7.0,2.0
2021-08-21 13,77.5,73.0,85.92,6.5,10.0
2021-08-21 14,79.0,72.0,78.96,6.5,10.0
2021-08-21 15,81.0,72.0,74.15,4.5,10.0
2021-08-21 16,83.0,72.5,70.91,6.0,10.0
2021-08-21 17,83.0,72.0,69.71,8.0,10.0
2021-08-21 18,84.0,72.0,67.28,7.0,10.0
2021-08-21 19,84.0,72.0,67.28,6.0,10.0
2021-08-21 20,83.0,71.0,67.62,8.0,10.0
2021-08-21 21,83.0,72.0,69.71,7.0,10.0
2021-08-21 22,83.0,73.0,72.11,5.0,10.0
2021-08-21 23,81.0,73.0,76.7,7.0,10.0
2021-08-22 00,80.0,74.0,81.42,3.0,10.0
2021-08-22 01,80.0,74.0,81.42,7.0,10.0
2021-08-22 02,79.0,74.0,84.41,6.0,10.0
2021-08-22 03,78.0,74.0,86.95,6.0,10.0
2021-08-22 04,77.0,73.0,87.48,5.0,10.0
2021-08-22 05,77.0,74.0,90.17,6.0,10.0
2021-08-22 06,77.0,73.33,88.38,6.33,10.0
2021-08-22 07,76.0,72.0,87.73,7.0,10.0
2021-08-22 08,76.0,72.0,87.73,6.0,10.0
2021-08-22 09,76.0,72.0,87.73,7.0,10.0
2021-08-22 10,75.1,71.8,89.5,7.0,10.0
2021-08-22 11,75.0,72.0,90.4,6.0,8.5
2021-08-22 12,76.0,72.0,87.73,6.0,7.0
2021-08-22 13,76.0,72.0,87.73,8.0,10.0
2021-08-22 14,78.27,72.47,82.43,8.0,10.0
2021-08-22 15,81.0,72.5,75.43,9.0,10.0
2021-08-22 16,84.0,72.5,68.44,11.0,10.0
2021-08-22 17,86.0,71.0,61.2,10.0,10.0
2021-08-22 18,85.0,71.0,63.4,12.0,10.0
2021-08-22 19,75.9,72.43,89.17,15.17,2.83
2021-08-22 20,80.0,74.0,81.42,11.0,10.0
2021-08-22 21,82.0,73.0,74.24,12.0,10.0
2021-08-22 22,79.0,72.0,79.17,8.0,10.0
2021-08-22 23,79.0,74.0,84.41,4.0,10.0
2021-08-23 00,78.0,74.0,86.95,4.0,10.0
2021-08-23 01,78.0,73.0,84.36,9.0,10.0
2021-08-23 02,77.0,73.0,87.48,8.0,10.0
2021-08-23 03,77.0,73.0,87.48,7.0,10.0
2021-08-23 04,77.0,73.0,87.48,4.0,10.0
2021-08-23 05,76.0,73.0,90.74,6.0,10.0
2021-08-23 06,76.0,73.0,90.74,6.0,10.0
2021-08-23 07,75.0,72.0,90.4,4.0,10.0
2021-08-23 08,75.0,72.0,90.4,3.0,10.0
2021-08-23 09,75.0,72.0,90.4,0.0,10.0
2021-08-23 10,74.0,72.0,93.79,5.0,10.0
2021-08-23 11,73.85,71.9,93.87,3.75,1.62
2021-08-23 12,78.0,72.5,83.55,1.5,10.0
2021-08-23 13,82.0,72.0,71.78,5.0,10.0
2021-08-23 14,84.0,72.0,67.28,4.0,10.0
2021-08-23 15,86.0,72.0,63.1,5.0,10.0
2021-08-23 16,88.0,71.0,57.43,6.0,10.0
2021-08-23 17,88.0,70.0,55.32,0.0,10.0
2021-08-23 18,91.0,71.0,52.25,0.0,10.0
2021-08-23 19,89.0,69.0,51.8,3.0,10.0
2021-08-23 20,90.0,67.0,46.68,9.0,10.0
2021-08-23 21,91.0,67.0,45.24,10.0,10.0
2021-08-23 22,90.0,69.0,50.36,8.0,10.0
2021-08-23 23,88.0,68.0,51.65,8.0,10.0
2021-08-24 00,87.0,68.0,53.15,6.0,10.0
2021-08-24 01,86.0,68.0,55.04,8.0,10.0
2021-08-24 02,85.0,70.0,61.06,7.0,10.0
2021-08-24 03,83.0,71.0,67.62,4.0,10.0
2021-08-24 04,83.0,71.0,67.62,5.0,10.0
2021-08-24 05,80.0,71.0,74.07,0.0,10.0
2021-08-24 06,78.0,71.0,79.1,0.0,10.0
2021-08-24 07,78.0,72.0,81.55,0.0,10.0
2021-08-24 08,77.0,72.0,84.58,0.0,10.0
2021-08-24 09,78.0,72.0,81.55,0.0,10.0
2021-08-24 10,77.0,72.0,84.58,0.0,10.0
2021-08-24 11,78.0,72.0,81.55,0.0,10.0
2021-08-24 12,82.0,73.0,74.24,0.0,10.0
2021-08-24 13,85.0,72.0,65.36,0.0,10.0
2021-08-24 14,88.0,70.0,55.32,0.0,10.0
2021-08-24 15,87.0,71.0,59.09,3.0,10.0
2021-08-24 16,90.0,69.0,50.36,5.0,10.0
2021-08-24 17,91.0,68.0,46.99,7.0,10.0
2021-08-24 18,91.0,67.0,45.24,6.0,10.0
2021-08-24 19,93.0,68.0,44.15,9.0,10.0
2021-08-24 20,93.0,68.0,44.15,9.0,10.0
2021-08-24 21,92.0,68.0,45.69,6.0,10.0
2021-08-24 22,89.0,67.0,48.03,7.0,10.0
2021-08-24 23,88.0,68.0,51.65,5.0,10.0
2021-08-25 00,86.0,70.0,58.95,3.5,10.0
2021-08-25 01,84.0,72.0,67.28,3.0,10.0
2021-08-25 02,82.0,72.0,71.78,4.0,10.0
2021-08-25 03,82.0,73.0,74.24,0.0,10.0
2021-08-25 04,82.0,72.0,71.78,0.0,10.0
2021-08-25 05,80.0,73.0,78.99,0.0,10.0
2021-08-25 06,79.0,73.0,81.89,0.0,10.0
2021-08-25 07,81.0,73.0,76.7,0.0,10.0
2021-08-25 08,80.0,73.0,78.99,0.0,10.0
2021-08-25 09,80.0,73.0,78.99,3.0,10.0
2021-08-25 10,80.0,73.0,78.99,0.0,10.0
2021-08-25 11,78.0,73.0,84.36,4.0,8.0
2021-08-25 12,81.0,73.0,76.7,6.0,8.0
2021-08-25 13,84.0,73.0,69.59,5.0,8.0
2021-08-25 14,87.0,72.0,60.92,8.0,9.0
2021-08-25 15,88.0,72.0,59.21,7.0,10.0
2021-08-25 16,90.0,71.0,53.91,7.0,10.0
2021-08-25 17,89.0,70.0,53.42,5.0,10.0
2021-08-25 18,90.0,71.0,53.91,8.0,10.0
2021-08-25 19,92.0,69.0,47.45,7.0,10.0
2021-08-25 20,90.0,70.0,51.93,6.0,10.0
2021-08-25 21,90.0,70.0,51.93,6.0,10.0
2021-08-25 22,88.5,70.5,55.39,7.0,10.0
2021-08-25 23,85.0,72.0,65.36,6.0,10.0
2021-08-26 00,80.0,71.0,74.07,5.0,10.0
2021-08-26 01,74.67,70.0,85.61,9.67,4.17
2021-08-26 02,74.0,71.0,90.72,3.0,8.0
2021-08-26 03,74.0,71.0,90.97,6.0,10.0
2021-08-26 04,74.0,71.0,90.97,4.0,10.0
2021-08-26 05,73.5,70.5,90.64,6.0,10.0
2021-08-26 06,73.0,70.0,90.32,5.0,7.0
2021-08-26 07,71.87,69.93,93.64,4.0,0.75
2021-08-26 08,72.0,71.0,96.99,4.0,0.12
2021-08-26 09,72.0,71.0,96.99,0.0,0.12
2021-08-26 10,72.0,70.0,93.43,4.0,0.12
2021-08-26 11,72.0,70.0,93.43,3.0,6.0
2021-08-26 12,73.0,70.5,92.04,4.5,6.0
2021-08-26 13,76.0,70.0,81.96,5.0,10.0
2021-08-26 14,77.0,70.0,79.02,4.0,10.0
2021-08-26 15,80.0,70.0,71.35,4.0,10.0
2021-08-26 16,83.0,71.0,67.62,5.0,10.0
2021-08-26 17,85.0,71.0,63.4,5.0,10.0
2021-08-26 18,87.0,70.0,56.92,5.0,10.0
2021-08-26 19,86.0,69.0,57.16,4.0,10.0
2021-08-26 20,88.0,67.0,49.73,7.0,10.0
2021-08-26 21,87.0,68.0,53.15,5.0,10.0
2021-08-26 22,87.0,68.0,53.15,4.0,10.0
2021-08-26 23,85.0,67.0,54.89,7.0,10.0
2021-08-27 00,83.0,68.0,60.81,4.0,10.0
2021-08-27 01,80.0,70.0,71.35,3.0,10.0
2021-08-27 02,80.0,70.0,71.35,0.0,10.0
2021-08-27 03,80.0,70.0,71.35,4.0,10.0
2021-08-27 04,80.0,71.0,74.07,4.0,10.0
2021-08-27 05,79.0,71.0,76.79,3.0,10.0
2021-08-27 06,77.0,71.0,82.03,4.0,10.0
2021-08-27 07,77.0,71.0,82.03,4.0,10.0
2021-08-27 08,76.0,71.0,85.09,5.0,10.0
2021-08-27 09,75.0,71.0,87.68,5.0,10.0
2021-08-27 10,75.0,70.0,84.46,5.0,10.0
2021-08-27 11,75.0,71.0,87.68,5.0,9.0
2021-08-27 12,77.0,72.0,84.58,7.0,9.0
2021-08-27 13,80.0,71.0,74.07,7.0,10.0
2021-08-27 14,82.0,70.0,67.06,9.0,10.0
2021-08-27 15,84.0,69.0,60.95,9.0,10.0
2021-08-27 16,85.0,70.0,61.06,8.0,10.0
2021-08-27 17,86.0,70.0,58.95,9.0,10.0
2021-08-27 18,89.0,71.0,55.46,8.0,10.0
2021-08-27 19,88.0,70.0,55.32,7.0,10.0
2021-08-27 20,89.0,71.0,55.46,11.0,10.0
2021-08-27 21,89.0,71.0,55.46,11.0,10.0
2021-08-27 22,88.0,70.0,55.32,9.0,10.0
2021-08-27 23,83.5,68.5,60.94,8.5,10.0
2021-08-28 00,78.0,68.0,71.14,3.0,10.0
2021-08-28 01,76.0,68.0,76.53,7.0,10.0
2021-08-28 02,76.0,70.0,81.96,5.0,10.0
2021-08-28 03,77.0,70.0,79.02,7.0,10.0
2021-08-28 04,76.0,70.0,81.96,4.0,10.0
2021-08-28 05,77.0,71.0,82.03,5.0,10.0
2021-08-28 06,76.0,71.0,85.09,7.0,10.0
2021-08-28 07,76.0,72.0,87.73,6.0,10.0
2021-08-28 08,75.0,72.0,90.4,5.5,10.0
2021-08-28 09,75.0,72.0,90.4,5.0,8.0
2021-08-28 10,75.0,73.0,93.51,4.0,8.0
2021-08-28 11,75.0,72.5,91.96,5.5,4.0
2021-08-28 12,76.0,73.0,90.74,6.0,3.0
2021-08-28 13,78.0,72.0,81.55,7.0,7.0
2021-08-28 14,80.0,71.0,74.36,6.0,9.0
2021-08-28 15,84.0,71.0,65.26,7.0,10.0
2021-08-28 16,83.0,70.0,65.13,9.0,10.0
2021-08-28 17,84.0,70.0,62.86,10.0,10.0
2021-08-28 18,85.0,70.0,61.06,10.0,10.0
2021-08-28 19,86.0,71.0,61.2,10.0,10.0
2021-08-28 20,87.0,69.0,55.19,9.0,10.0
2021-08-28 21,86.0,69.0,57.16,9.0,10.0
2021-08-28 22,85.0,71.0,63.4,9.0,10.0
2021-08-28 23,83.0,71.0,67.62,10.0,10.0
2021-08-29 00,81.0,71.0,71.92,6.0,10.0
2021-08-29 01,80.0,71.0,74.07,5.0,10.0
2021-08-29 02,80.0,72.0,76.36,6.0,10.0
2021-08-29 03,79.0,73.0,81.89,5.0,10.0
2021-08-29 04,78.0,73.0,84.36,6.0,10.0
2021-08-29 05,77.0,72.0,84.58,8.0,10.0
2021-08-29 06,76.0,72.0,87.73,5.0,10.0
2021-08-29 07,76.0,72.0,87.73,6.5,10.0
2021-08-29 08,76.0,72.0,87.73,7.0,10.0
2021-08-29 09,76.0,72.0,87.73,6.0,10.0
2021-08-29 10,76.0,72.0,87.73,4.0,10.0
2021-08-29 11,76.0,72.0,87.73,6.5,7.5
2021-08-29 12,77.0,72.0,84.58,6.0,7.0
2021-08-29 13,78.0,72.0,81.88,6.0,7.0
2021-08-29 14,82.0,72.0,71.78,8.0,8.0
2021-08-29 15,83.0,71.0,67.62,6.0,10.0
2021-08-29 16,85.0,71.5,64.38,8.5,10.0
2021-08-29 17,85.0,70.0,61.06,8.0,10.0
2021-08-29 18,88.0,71.0,57.43,7.0,10.0
2021-08-29 19,89.0,70.0,53.42,10.0,10.0
2021-08-29 20,87.0,69.0,55.19,11.0,10.0
2021-08-29 21,87.0,68.0,53.15,6.0,10.0
2021-08-29 22,85.0,69.0,59.21,4.0,10.0
2021-08-29 23,83.0,71.0,67.62,5.0,10.0
2021-08-30 00,82.0,71.0,69.62,4.0,10.0
2021-08-30 01,82.0,71.0,69.62,6.0,10.0
2021-08-30 02,81.0,70.0,69.28,7.0,10.0
2021-08-30 03,80.0,70.0,71.35,5.0,10.0
2021-08-30 04,79.0,70.0,73.97,3.0,10.0
2021-08-30 05,78.0,70.0,76.19,3.0,10.0
2021-08-30 06,77.0,70.0,79.02,0.0,10.0
2021-08-30 07,77.0,70.0,79.02,4.0,10.0
2021-08-30 08,76.0,70.0,81.96,5.0,10.0
2021-08-30 09,76.0,69.0,79.47,4.0,10.0
2021-08-30 10,75.0,69.0,81.9,6.0,10.0
2021-08-30 11,74.5,70.0,86.04,1.5,9.0
2021-08-30 12,76.0,72.0,87.73,4.0,8.0
2021-08-30 13,80.0,73.0,78.99,6.0,9.0
2021-08-30 14,83.0,74.0,74.33,7.0,10.0
2021-08-30 15,85.0,73.0,67.61,10.0,10.0
2021-08-30 16,86.0,73.0,65.27,8.0,10.0
2021-08-30 17,86.0,72.0,63.1,6.0,10.0
2021-08-30 18,84.0,72.0,67.28,10.0,4.0
2021-08-30 19,77.5,71.0,80.56,8.25,6.19
2021-08-30 20,81.0,73.0,76.7,6.0,10.0
2021-08-30 21,81.0,75.0,82.03,4.0,10.0
2021-08-30 22,78.0,73.0,84.36,13.0,8.0
2021-08-30 23,75.0,71.0,87.68,6.0,9.0
2021-08-31 00,74.0,71.0,90.97,4.0,10.0
2021-08-31 01,74.0,70.0,87.63,4.0,10.0
2021-08-31 02,73.0,70.0,90.32,3.0,10.0
2021-08-31 03,73.0,69.0,87.59,4.0,10.0
2021-08-31 04,73.0,70.0,90.32,4.0,10.0
2021-08-31 05,73.0,70.5,92.04,6.5,10.0
2021-08-31 06,73.0,70.0,90.32,4.0,10.0
2021-08-31 07,73.0,70.0,90.32,5.0,10.0
2021-08-31 08,73.2,71.3,93.94,8.5,7.0
2021-08-31 09,74.0,71.0,90.97,10.0,7.0
2021-08-31 10,74.0,71.0,90.97,9.5,8.0
2021-08-31 11,74.33,71.33,90.78,10.67,7.0
2021-08-31 12,75.0,72.0,90.4,13.33,5.0
2021-08-31 13,75.5,72.0,89.06,14.0,7.0
2021-08-31 14,75.07,71.87,89.8,13.33,4.0
2021-08-31 15,76.0,72.0,87.73,14.0,8.0
2021-08-31 16,76.0,72.0,87.73,17.0,10.0
2021-08-31 17,78.0,70.0,76.19,14.0,10.0
2021-08-31 18,77.0,70.0,79.02,15.0,10.0
2021-08-31 19,78.0,70.0,76.19,15.0,10.0
2021-08-31 20,77.0,71.0,82.03,15.0,8.0
2021-08-31 21,76.0,72.0,87.73,9.0,10.0
2021-08-31 22,76.0,72.0,87.73,9.0,10.0
2021-08-31 23,74.0,71.0,90.48,13.2,3.2
2021-09-01 00,73.0,70.0,90.32,7.0,10.0
2021-09-01 01,73.0,70.0,90.32,10.0,9.0
2021-09-01 02,73.0,70.0,90.32,11.0,10.0
2021-09-01 03,73.0,70.0,90.32,9.5,6.0
2021-09-01 04,73.0,70.0,90.32,13.0,10.0
2021-09-01 05,72.0,69.0,90.59,10.0,6.0
2021-09-01 06,72.0,69.0,90.59,12.0,8.0
2021-09-01 07,72.0,69.0,90.59,10.0,5.0
2021-09-01 08,72.0,68.0,87.24,11.0,10.0
2021-09-01 09,71.0,68.0,89.94,10.5,10.0
2021-09-01 10,72.0,67.0,83.99,8.5,10.0
2021-09-01 11,72.0,67.0,83.99,9.0,10.0
2021-09-01 12,73.0,67.0,81.2,10.0,10.0
2021-09-01 13,75.0,68.0,78.86,12.0,10.0
2021-09-01 14,78.0,68.0,71.14,16.0,10.0
2021-09-01 15,81.0,68.0,64.69,13.0,10.0
2021-09-01 16,82.0,66.0,58.43,15.0,10.0
2021-09-01 17,83.0,67.0,58.55,13.0,10.0
2021-09-01 18,84.0,67.0,56.51,13.0,10.0
2021-09-01 19,86.0,68.0,55.04,11.0,10.0
2021-09-01 20,85.0,67.0,54.89,10.0,10.0
2021-09-01 21,83.0,67.0,58.55,9.0,10.0
2021-09-01 22,84.0,67.0,56.51,7.0,10.0
2021-09-01 23,82.0,67.0,60.28,6.0,10.0
2021-09-02 00,79.0,68.0,69.07,5.0,10.0
2021-09-02 01,78.0,68.0,71.14,5.0,10.0
2021-09-02 02,77.0,68.0,73.78,7.0,10.0
2021-09-02 03,76.0,67.0,73.68,7.0,10.0
2021-09-02 04,73.0,67.0,81.2,6.0,10.0
2021-09-02 05,72.0,68.0,87.24,5.0,10.0
2021-09-02 06,72.0,67.0,83.99,7.0,10.0
2021-09-02 07,71.0,67.0,86.59,8.0,10.0
2021-09-02 08,70.0,66.0,87.14,8.0,10.0
2021-09-02 09,70.0,66.0,87.14,7.0,10.0
2021-09-02 10,70.0,65.0,83.86,8.0,10.0
2021-09-02 11,71.0,64.0,78.28,5.0,10.0
2021-09-02 12,75.0,64.0,68.64,7.0,10.0
2021-09-02 13,77.0,65.0,66.27,11.0,10.0
2021-09-02 14,79.0,64.0,60.11,10.0,10.0
2021-09-02 15,79.0,63.0,58.04,4.0,10.0
2021-09-02 16,81.0,64.0,56.3,6.0,10.0
2021-09-02 17,82.0,64.0,54.5,6.0,10.0
2021-09-02 18,82.0,63.0,52.62,6.0,10.0
2021-09-02 19,85.0,64.0,49.62,5.0,10.0
2021-09-02 20,83.0,62.0,49.51,5.0,10.0
2021-09-02 21,86.0,63.0,46.25,3.0,10.0
2021-09-02 22,83.0,63.0,51.1,0.0,10.0
2021-09-02 23,81.0,63.0,54.36,5.0,10.0
2021-09-03 00,80.0,64.0,57.98,0.0,10.0
2021-09-03 01,80.0,65.0,59.83,8.0,10.0
2021-09-03 02,78.0,64.0,61.92,6.0,10.0
2021-09-03 03,76.0,65.0,68.73,0.0,10.0
2021-09-03 04,75.0,65.0,70.83,4.0,10.0
2021-09-03 05,74.0,64.0,71.21,4.0,10.0
2021-09-03 06,72.0,64.0,75.92,6.0,10.0
2021-09-03 07,70.0,63.0,78.46,5.0,10.0
2021-09-03 08,69.0,63.0,80.92,5.0,10.0
2021-09-03 09,67.0,62.0,84.56,7.0,10.0
2021-09-03 10,67.0,62.0,84.56,8.0,10.0
2021-09-03 11,67.0,61.0,81.33,6.0,10.0
2021-09-03 12,70.0,59.0,68.09,9.0,10.0
2021-09-03 13,73.0,58.0,59.12,8.0,10.0
2021-09-03 14,75.0,55.0,49.78,10.0,10.0
2021-09-03 15,78.0,53.0,41.89,10.0,10.0
2021-09-03 16,79.0,54.0,42.03,9.0,10.0
2021-09-03 17,79.0,53.0,40.67,8.0,10.0
2021-09-03 18,80.0,55.0,42.05,5.0,10.0
2021-09-03 19,80.0,52.0,37.67,6.0,10.0
2021-09-03 20,81.0,54.0,39.37,8.0,10.0
2021-09-03 21,80.0,53.0,39.23,6.0,10.0
2021-09-03 22,79.0,54.0,42.03,6.0,10.0
2021-09-03 23,76.0,53.0,45.06,4.0,10.0
2021-09-04 00,73.0,56.0,55.0,3.0,10.0
2021-09-04 01,71.0,58.0,63.05,3.0,10.0
2021-09-04 02,70.0,59.0,68.09,3.0,10.0
2021-09-04 03,69.0,57.0,65.35,0.0,10.0
2021-09-04 04,69.0,57.0,65.35,3.0,10.0
2021-09-04 05,68.0,57.0,67.86,0.0,10.0
2021-09-04 06,67.0,57.0,70.49,0.0,10.0
2021-09-04 07,66.0,57.0,72.72,3.0,10.0
2021-09-04 08,65.0,57.0,75.56,0.0,10.0
2021-09-04 09,65.0,57.0,75.56,3.0,10.0
2021-09-04 10,64.0,57.0,77.97,0.0,10.0
2021-09-04 11,64.0,58.0,80.54,0.0,10.0
2021-09-04 12,70.0,60.0,70.81,0.0,10.0
2021-09-04 13,73.0,57.0,57.23,0.0,10.0
2021-09-04 14,76.0,56.0,49.91,4.0,10.0
2021-09-04 15,79.0,57.0,46.87,4.0,10.0
2021-09-04 16,79.0,57.0,46.87,4.0,10.0
2021-09-04 17,80.0,57.0,45.21,0.0,10.0
2021-09-04 18,81.0,57.0,43.9,,10.0
2021-09-04 19,84.0,54.0,35.72,6.0,10.0
2021-09-04 20,84.0,56.0,38.28,6.0,10.0
2021-09-04 21,82.0,56.0,40.83,5.0,10.0
2021-09-04 22,80.0,55.0,42.05,4.0,10.0
2021-09-04 23,77.0,57.0,50.07,4.0,10.0
2021-09-05 00,74.0,58.0,57.36,4.0,10.0
2021-09-05 01,73.0,60.0,63.96,4.0,10.0
2021-09-05 02,71.0,59.0,65.58,3.0,10.0
2021-09-05 03,70.0,59.0,68.09,3.0,10.0
2021-09-05 04,68.0,59.0,72.92,3.0,10.0
2021-09-05 05,66.0,58.0,75.12,3.0,10.0
2021-09-05 06,66.0,58.0,75.12,3.0,10.0
2021-09-05 07,63.0,57.0,80.76,3.0,10.0
2021-09-05 08,65.0,57.0,75.56,0.0,10.0
2021-09-05 09,64.0,57.0,77.97,0.0,10.0
2021-09-05 10,64.0,57.0,77.97,3.0,10.0
2021-09-05 11,64.0,59.0,83.78,0.0,10.0
2021-09-05 12,70.0,61.0,73.11,0.0,10.0
2021-09-05 13,75.0,58.0,55.28,5.0,10.0
2021-09-05 14,78.0,60.0,53.95,5.0,10.0
2021-09-05 15,81.0,60.0,49.06,4.0,10.0
2021-09-05 16,81.0,61.0,50.65,6.0,10.0
2021-09-05 17,84.0,65.0,52.71,4.0,10.0
2021-09-05 18,85.0,63.0,47.91,7.0,10.0
2021-09-05 19,85.0,62.0,46.42,7.0,10.0
2021-09-05 20,86.0,64.0,47.91,7.0,10.0
2021-09-05 21,84.0,64.0,51.08,5.0,10.0
2021-09-05 22,85.0,65.0,51.21,6.0,10.0
2021-09-05 23,81.0,66.0,60.37,4.0,10.0
2021-09-06 00,77.0,67.0,71.03,4.0,10.0
2021-09-06 01,76.0,67.0,73.68,4.0,10.0
2021-09-06 02,75.0,68.0,78.86,6.0,10.0
2021-09-06 03,74.0,68.0,81.82,5.0,10.0
2021-09-06 04,74.0,68.0,81.82,6.0,10.0
2021-09-06 05,73.0,68.0,84.34,5.0,10.0
2021-09-06 06,73.0,68.0,84.34,4.0,10.0
2021-09-06 07,73.0,68.0,84.34,6.0,10.0
2021-09-06 08,74.0,69.0,84.97,7.0,10.0
2021-09-06 09,74.0,69.0,84.97,4.0,10.0
2021-09-06 10,74.0,69.0,84.97,5.0,10.0
2021-09-06 11,73.0,69.0,87.59,4.0,8.0
2021-09-06 12,75.0,70.0,84.46,5.0,8.0
2021-09-06 13,77.0,70.0,79.02,7.0,9.0
2021-09-06 14,80.8,71.3,73.02,7.0,10.0
2021-09-06 15,82.0,71.0,69.62,7.0,10.0
2021-09-06 16,80.0,71.0,74.07,8.0,9.0
2021-09-06 17,83.0,70.0,65.13,6.0,10.0
2021-09-06 18,79.0,73.0,81.89,6.0,6.0
2021-09-06 19,81.0,71.0,71.92,7.0,10.0
2021-09-06 20,79.0,71.0,76.79,7.0,10.0
2021-09-06 21,79.0,73.0,81.89,5.0,10.0
2021-09-06 22,78.0,73.0,84.36,5.0,8.0
2021-09-06 23,76.0,68.0,76.53,5.0,10.0
2021-09-07 00,76.0,70.0,81.96,0.0,10.0
2021-09-07 01,74.0,70.0,87.63,5.0,10.0
2021-09-07 02,74.0,68.0,81.82,0.0,10.0
2021-09-07 03,74.0,69.0,84.97,0.0,10.0
2021-09-07 04,73.0,69.0,87.59,4.0,10.0
2021-09-07 05,73.0,69.0,87.59,0.0,10.0
2021-09-07 06,71.0,68.0,89.94,3.0,8.0
2021-09-07 07,72.0,68.0,87.24,4.0,10.0
2021-09-07 08,73.0,69.0,87.59,3.0,10.0
2021-09-07 09,73.0,69.0,87.59,4.0,9.0
2021-09-07 10,72.0,69.0,90.59,0.0,7.0
2021-09-07 11,72.0,69.0,90.59,4.0,6.0
2021-09-07 12,73.33,70.67,91.69,4.0,1.0
2021-09-07 13,74.5,71.5,90.68,5.5,2.0
2021-09-07 14,75.0,71.0,87.68,6.0,6.0
2021-09-07 15,81.0,72.0,74.15,5.0,8.0
2021-09-07 16,83.0,72.0,69.71,0.0,10.0
2021-09-07 17,79.0,71.0,76.79,6.0,6.0
2021-09-07 18,81.0,69.5,68.19,5.0,10.0
2021-09-07 19,78.9,70.4,75.37,4.0,10.0
2021-09-07 20,82.0,71.0,69.32,2.0,10.0
2021-09-07 21,82.0,70.0,67.06,0.0,10.0
2021-09-07 22,83.0,72.0,69.71,5.0,10.0
2021-09-07 23,80.0,72.0,76.36,5.0,10.0
2021-09-08 00,79.0,73.0,81.89,7.0,10.0
2021-09-08 01,78.33,73.0,83.54,6.33,10.0
2021-09-08 02,77.0,73.0,87.48,6.0,9.0
2021-09-08 03,74.33,69.0,83.79,9.0,8.0
2021-09-08 04,73.0,69.0,87.59,6.5,10.0
2021-09-08 05,74.5,69.5,84.76,5.25,10.0
2021-09-08 06,73.0,70.0,90.32,3.0,10.0
2021-09-08 07,73.0,70.0,90.32,5.5,10.0
2021-09-08 08,73.0,70.0,90.32,3.0,10.0
2021-09-08 09,72.0,70.0,93.43,5.0,8.0
2021-09-08 10,72.0,69.0,90.59,3.0,7.0
2021-09-08 11,71.0,69.0,93.4,3.0,8.0
2021-09-08 12,72.0,69.67,92.48,4.0,3.33
2021-09-08 13,74.5,71.0,89.32,3.5,7.5
2021-09-08 14,76.0,72.0,87.73,0.0,9.0
2021-09-08 15,77.0,72.0,84.58,7.0,10.0
2021-09-08 16,79.0,72.5,80.27,5.5,10.0
2021-09-08 17,83.0,72.0,69.71,7.0,10.0
2021-09-08 18,83.0,72.0,69.71,7.0,10.0
2021-09-08 19,83.0,71.0,67.62,10.0,10.0
2021-09-08 20,80.0,72.0,76.36,9.0,10.0
2021-09-08 21,79.0,71.0,76.79,9.0,10.0
2021-09-08 22,78.0,71.0,79.1,7.0,10.0
2021-09-08 23,76.0,70.0,81.96,7.0,10.0
2021-09-09 00,75.0,69.0,81.9,6.0,10.0
2021-09-09 01,74.0,70.0,87.63,3.0,10.0
2021-09-09 02,73.0,70.0,90.32,4.0,10.0
2021-09-09 03,73.0,70.0,90.32,5.0,10.0
2021-09-09 04,73.0,70.0,90.32,6.0,10.0
2021-09-09 05,73.0,70.0,90.32,5.67,10.0
2021-09-09 06,73.0,70.0,90.32,4.0,10.0
2021-09-09 07,73.0,70.0,90.32,4.0,10.0
2021-09-09 08,73.0,70.0,90.32,5.0,10.0
2021-09-09 09,73.0,70.0,90.32,5.0,10.0
2021-09-09 10,73.13,69.6,88.81,7.67,10.0
2021-09-09 11,72.0,68.0,87.24,5.0,10.0
2021-09-09 12,72.0,67.0,84.32,10.0,10.0
2021-09-09 13,73.0,65.0,75.75,10.0,10.0
2021-09-09 14,76.0,65.0,68.73,10.0,10.0
2021-09-09 15,79.0,64.0,60.11,12.0,10.0
2021-09-09 16,81.0,56.0,42.19,16.0,10.0
2021-09-09 17,81.0,52.0,36.58,16.0,10.0
2021-09-09 18,82.0,55.0,39.52,13.0,10.0
2021-09-09 19,83.0,52.0,34.39,13.0,10.0
2021-09-09 20,82.0,51.0,34.25,11.0,10.0
